Mojarra cruda fileteada,6,35,g,35,35,34,7,0.6,0,17.5,0,3.5,0.2,18.2,14.6,,,,,,,,,,,,
Mojarra tilapia cruda,6,1/3,pieza,73,37,35,7.4,0.6,0,18.3,0,3.7,0.2,19.1,15.3,,,,,,,,,,,,
Molida de pollo,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,3.6,,,,,,,,,,,,
Molleja de pollo cocida,6,25,g,25,25,37,7.6,0.7,0,92.5,0,4.3,0.8,14,10.3,,,,,,,,,,,,
Pancita de res,6,45,g,45,43,40,6.2,1.7,0,40.6,9,25.7,0.9,19.7,5.3,,,,,,,,,,,,
Pargo,6,70,g,70,36,37,7.5,0.7,0,15.7,ND,6.1,0.3,23.9,5,,,,,,,,,,,,
Pargo fileteado,6,35,g,35,35,36,7.4,0.7,0,15.4,ND,6,0.3,23.5,4.9,,,,,,,,,,,,
Pata de res,6,120,g,120,55,44,6.7,1.6,0,ND,ND,55.8,1.1,ND,ND,,,,,,,,,,,,
Pechuga de pavo,6,1 1/2,rebanada,32,32,35,7.1,0.5,0,13.5,0,1.5,0.1,451.5,9.7,,,,,,,,,,,,
Pechuga de pavo ahumada,6,1 1/2,rebanada,34,34,32,6.7,0.3,0.5,15,0,5.3,0.5,402.8,9.8,,,,,,,,,,,,
Pechuga de pavo ahumada bajo en grasa,6,2,rebanada,42,42,33,6.3,0.2,1.5,12.9,0,4,0.3,459.6,12.2,,,,,,,,,,,,
Pechuda de pollo sin pile aplanada,6,30,g,30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,,,,,,,,,,
Pechuga de pollo ahumada,6,2,rebanada,42,42,33,6.9,0.1,1.1,15,0,1,0.1,452,10.9,,,,,,,,,,,,
Pechuga de pollo deshuesada sin piel cruda,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Pechuga de pollo sin piel ,6,30,g,30,27,31,6.3,0.4,0,15.7,2.2,3.2,0.2,18.4,4.8,,,,,,,,,,,,
Pechuga de pollo sin piel a la plancha,6,30,g,30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,,,,,,,,,,
Pechuga de pollo sin piel asada,6,30,g,30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,,,,,,,,,,
Pechuga de pollo sin piel cocida,6,30,g,30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,,,,,,,,,,
Pechuga de pollo sin piel cruda,6,40,g,40,34,39,7.9,0.6,0,19.7,2.7,4.1,0.2,23.1,6.1,,,,,,,,,,,,
Pechuga de pollo sin piel en brocheta cruda,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Pechuga de pollo sin piel en fajitas cruda,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Pechuga de pollo sin piel horneada rebanada,6,2,rebanada,42,42,41,8.2,0.3,1.6,21.5,0,3.7,0.5,479.7,11,,,,,,,,,,,,
Pechuga de pollo sin piel molida cruda,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Pechuga sin piel deshebrada,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Pechuga sin piel desmenuzada,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Pechuga sin pile molida,6,30,g,30,30,34,7,0.5,0,17.4,2.4,3.6,0.2,20.4,5.3,,,,,,,,,,,,
Perca cocida ,6,30,g,30,30,35,7.4,0.4,0,34.6,3,30.7,0.3,23.6,4.8,,,,,,,,,,,,
Perca cruda,6,75,g,38,38,35,7.4,0.4,0,34.4,3.6,30.6,0.3,23.9,4.8,,,,,,,,,,,,
Perca fileteada,6,38,g,38,38,34,7.4,0.4,0,34.2,3.6,30.4,0.3,23.7,4.8,,,,,,,,,,,,
Pescado blanco ahumado,6,32,g,32,32,35,7.5,0.3,0,10.5,18.2,5.6,0.2,326.1,4.3,,,,,,,,,,,,
Pescado en trozo,6,75,g,75,39,35,7.3,0.5,0,18.7,3.9,6.9,0.1,31.6,12.8,,,,,,,,,,,,
Pescado entero,6,75,g,75,39,35,7.3,0.5,0,18.7,3.9,6.9,0.1,31.6,12.8,,,,,,,,,,,,
Pescado fileteado,6,40,g,40,40,36,7.5,0.5,0,19.2,4,7.1,0.1,32.4,13.1,,,,,,,,,,,,
Pescado rebenado,6,75,g,75,39,35,7.3,0.5,0,18.7,3.9,6.9,0.1,31.6,12.8,,,,,,,,,,,,
Pescado seco tipo bacalao,6,13,g,13,12,34,7.4,0.3,0,17.8,5,18.7,0.3,822.2,17.3,,,,,,,,,,,,
Pez espada cocido,6,28,g,28,28,43,7.1,1.4,0,14,11.5,1.6,0.3,32.3,17.3,,,,,,,,,,,,
Pez espada crudo,6,55,g,55,36,43,7.1,1.4,0,13.9,13,1.3,0.3,32.2,17.2,,,,,,,,,,,,
Pez espada crudo fileteado,6,38,g,38,36,44,7.1,1.4,0,14,13.2,1.3,0.3,32.5,17.4,,,,,,,,,,,,
Pez espada crudo rebanado,6,55,g,55,36,43,7.1,1.4,0,13.9,13,1.3,0.3,32.2,17.2,,,,,,,,,,,,
Pollo crudo sin piel,6,40,g,40,26,48,4.6,3.1,0,21.2,10.5,2.8,0.2,17.9,6,,,,,,,,,,,,
Pollo crudo sin piel en piezas,6,40,g,40,26,49,4.7,3.2,0,21.6,9.4,2.6,0.3,20.5,6.1,,,,,,,,,,,,
Pollo deshebrado,6,1/4,taza,38,38,43,8.7,0.6,0,21.8,30,4.5,0.3,25.5,2.1,,,,,,,,,,,,
Pollo sin piel cocido,6,30,g,30,30,48,8.7,1.2,0,23.1,2.4,3.9,0.3,19.5,6.7,,,,,,,,,,,,
Proteina aislada de soya,6,10,g,10,10,34,8.1,0.3,0.7,1.6,28,17.8,1.5,100.5,0.1,,,,,,,,,,,,
Proteina concentrda de soya,6,10,g,10,10,33,5.8,0,3.1,0,0,36.3,1.1,0.3,0.1,,,,,,,,,,,,
Pulmón de cerdo,6,55,g,55,48,41,6.7,1.3,0,153.1,0,3.3,9,73.2,8.5,,,,,,,,,,,,
Pulpa de jaiba,6,1/3,taza,46,46,38,8,0.6,0,36,300.8,19.9,0.4,18.9,6.5,,,,,,,,,,,,
Pulpo cocido,6,25,g,25,25,41,7.5,0.5,1.1,24.1,22.5,26.5,2.4,115,22.4,,,,,,,,,,,,
Pilopo crudo,6,45,g,45,45,37,6.7,0.5,1,21.7,20.1,23.8,2.4,103.5,20.2,,,,,,,,,,,,
Puntas de filete,6,30,g,30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,,,,,,,,,,
Puntas de res,6,30,g,30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,,,,,,,,,,
Queso Cotagge Lala Light,6,30,g,30,30,35,6.5,0.5,1,ND,ND,ND,ND,200,ND,,,,,,,,,,,,
Queso cottage,6,3,cucharada,48,48,43,6.6,0.9,1.7,4,10.1,32.9,0.1,195,4.9,,,,,,,,,,,,
Queso cottage 1% grasa,6,1/2,taza,57,57,41,7,0.6,1.5,2.5,6.3,34.5,0.1,229.5,5.1,,,,,,,,,,,,
Queso cottage 2% grasa,6,3,cucharada,48,48,43,6.6,0.9,1.7,4,10.1,32.9,0.1,195,4.9,,,,,,,,,,,,
Queso cottage bajo en grasa,6,1/4,taza,57,57,41,7,0.6,1.5,2.5,6.3,34.5,0.1,229.5,5.1,,,,,,,,,,,,
Queso Mozzarella cero grasa,6,1,rebanada,28,28,39,8.9,0,1,5,36,26.9,0.1,208,0,,,,,,,,,,,,
Queso suizo muy bajo en grasa,6,1,rebanada,28,28,50,8,1.4,1,10,11,26.9,0.1,73,0,,,,,,,,,,,,
Retazo de pescado crudo,6,350,g,350,35,35,7.2,5,0,12.8,10.7,11.1,0.1,22.2,4.9,,,,,,,,,,,,
Riñones de carnero crudos,6,40,g,40,36,39,6.5,1.2,0.3,135,108,14.4,1.5,0,78.8,,,,,,,,,,,,
Riñones de cerdo cocidos,6,28,g,28,28,42,7.1,1.3,0,134.4,21.8,3.6,1.5,22.4,87.2,,,,,,,,,,,,
Riñones de res cocidos,6,25,g,25,25,40,6.8,1.2,0,179,0,4.8,1.5,23.5,42,,,,,,,,,,,,
Riñones de ternera cocidos,6,25,g,25,25,41,6.6,1.4,0,197.8,50.3,7.3,0.8,27.5,25,,,,,,,,,,,,
Roast beef,6,2 1/2,rebanada,33,33,36,6.6,0.9,0.5,15.6,0,1.9,0.6,328.8,6.4,,,,,,,,,,,,
Robalo cocido,6,30,g,30,30,34,7.3,0.3,0,22.2,5.6,12.7,0.4,26.1,12.2,,,,,,,,,,,,
Robaalo crudo,6,75,g,75,38,33,7.2,0.3,0,21.8,6.5,12.6,0.4,26.1,11.6,,,,,,,,,,,,
Robalo fileteado,6,40,g,40,40,35,7.6,0.3,0,22.8,6.8,13.2,0.4,27.3,12.1,,,,,,,,,,,,
Salmón ahumado,6,35,g,35,35,41,6.4,1.5,0,8.1,9.1,3.7,0.3,274.4,11.3,,,,,,,,,,,,
Sast orugas,6,65,g,65,65,35,7,0.8,0,ND,14.3,35.1,2.7,ND,ND,,,,,,,,,,,,
Surimi,6,2/3,barra,40,40,39,6,0.4,2.7,11.9,7.9,3.7,0.1,56.6,11.1,,,,,,,,,,,,
Suirimi imitacion camaron,6,40,g,40,40,40,4.9,0.6,3.7,14.6,8,7.5,0.2,282,9.2,,,,,,,,,,,,
Tampiqueña,6,1/4,pieza,30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,,,,,,,,,,
Tampiqueña de filete,6,1/4,pieza,30,30,36,7.2,0.8,0,14.1,41.7,2.7,0.5,18,5.7,,,,,,,,,,,,
Trucha fresca,6,35,g,35,35,42,7.2,1.2,0,20.6,6.6,23.5,0.2,10.7,,,,,,,,,,,,,
Venado cocido (carne magra),6,25,g,25,23,42,6,1.8,0,22.1,0,3.2,0.8,17.6,2.3,,,,,,,,,,,,
Venado crudo (carne magra),6,30,g,30,27,42,5.9,1.9,0,21.6,0,3,0.8,20.3,2.7,,,,,,,,,,,,
Aguja de res,7,35,g,35,33,51,6.8,2.6,0,20.6,77.5,3,0.6,20.9,6.6,,,,,,,,,,,,
Anchoa con aceite,7,6,pieza,24,24,50,7,2.6,0,20.4,2.9,55.7,1.1,880.3,16.3,,,,,,,,,,,,
Arenque cocido,7,25,g,25,25,51,5.8,2.9,0,19.3,9,18.5,0.4,28.8,11.7,,,,,,,,,,,,
Arenque fresco crudo,7,35,g,35,35,55,6.3,3.2,0,21,9.8,20,0.4,31.5,12.8,,,,,,,,,,,,
Arrachera cruda,7,35,g,35,35,49,7.5,1.9,0,11.6,0,8.4,0.5,19.3,9.2,,,,,,,,,,,,
Arrachera de res cruda,7,30,g,30,30,56,8.4,2.2,0,14.7,0,5.4,0.5,17.1,9.6,,,,,,,,,,,,
Atún blanco en aceite,7,30,g,30,30,56,8,2.4,0,7,1.2,0.8,0.1,91.2,18,,,,,,,,,,,,
Atún en aceite drenado,7,1/3,lata,33,33,66,9.7,2.7,0,10.3,7.7,4.3,0.5,118,25.3,,,,,,,,,,,,
Barbacoa,7,50,g,50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,,,,,,,,,,
Barbacoa con hueso,7,65,g,65,38,51,7.2,2.3,0,24.5,0,2.6,0.8,28.3,14.3,,,,,,,,,,,,
Bistec de ternera,7,35,g,35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,,,,,,,,,,
Bonito,7,60,g,60,31,51,7.3,2.2,0,0,0,8,0.2,12.2,4.3,,,,,,,,,,,,
Bonito en aceite,7,25,g,25,25,55,7.3,2.9,0,11.7,0,7.2,0.3,0,4,,,,,,,,,,,,
Bonito filereado,7,30,g,30,30,50,7.2,2.2,0,0,0,7.8,0.2,12,4.2,,,,,,,,,,,,
Cabeza de carnero cocida,7,495,g,495,50,55,7,2.8,0,32.2,0,8.4,1,37.1,18.8,,,,,,,,,,,,
Cabeza de cerdo,7,495,g,495,50,55,7,2.8,0,32.2,0,8.4,1,37.1,14.1,,,,,,,,,,,,
Calamar frito,7,35,g,35,35,61,6.3,2.6,2.7,91,3.7,13.6,0.4,107.1,15.7,,,,,,,,,,,,
Carne de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,13.2,,,,,,,,,,,,
Carne de cerdo molida,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Carne de ganzo de crianza,7,40,g,40,32,52,7.4,2.3,0,27.2,3.9,4.2,0.8,28.2,5.4,,,,,,,,,,,,
Carne de pato de crianza,7,60,g,60,39,51,7.1,2.3,0,30,9.4,4.3,0.9,28.9,5.4,,,,,,,,,,,,
Carne de res (promedio),7,30,g,30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.9,,,,,,,,,,,,
Carne de ternera,7,35,g,35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,,,,,,,,,,
Carne molida de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,9.8,,,,,,,,,,,,
Carne promedio,7,30,g,30,29,51,5.9,2.9,0,18.5,1.7,3.4,0.9,18.5,5.7,,,,,,,,,,,,
Carnero,7,50,g,50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,,,,,,,,,,
Carnero con hueso,7,65,g,65,38,51,7.2,2.3,0,24.5,0,2.6,0.8,28.3,14.3,,,,,,,,,,,,
Carpa,7,75,g,75,41,51,7.2,2.3,0,26.7,3.8,16.7,0.5,20,5.7,,,,,,,,,,,,
Carpa cocida,7,30,g,30,30,49,6.8,2.2,0,25.1,2.8,15.5,0.5,19.1,5.4,,,,,,,,,,,,
Carpa horneada,7,30,g,30,30,49,6.8,2.2,0,25.1,2.8,15.5,0.5,19.1,5.4,,,,,,,,,,,,
Chuleta de cerdo,7,1/2,pieza,45,38,54,7.6,2.4,0,24.9,0.4,2.3,0.5,31.4,12.2,,,,,,,,,,,,
Conejo,7,40,g,40,32,51,6.5,2.6,0,20.8,0,5.8,0.8,13.8,7.6,,,,,,,,,,,,
Conejo de crianza,7,40,g,40,32,51,6.5,2.6,0,20.8,0,5.8,0.8,13.8,7.6,,,,,,,,,,,,
Corazón de borrego,7,45,g,45,45,55,7.4,2.5,0.2,60,0,0,0,39.5,21.2,,,,,,,,,,,,
Corazón de borrego cocido,7,30,g,30,30,55,7.4,2.4,0.6,74.2,0,0,0,18.7,14.1,,,,,,,,,,,,
Corazón de cordero,7,45,g,45,45,55,7.4,2.5,0.2,60,0,0,0,39.5,14.4,,,,,,,,,,,,
Corazón de cordero cocido,7,30,g,30,30,55,7.4,2.4,0.6,74.2,0,0,0,18.7,14.1,,,,,,,,,,,,
Corazón de pavo,7,40,g,40,40,58,7.3,2.8,0.3,46.3,0,0,0,35.1,2,,,,,,,,,,,,
Corazón de pollo cocido,7,25,g,25,25,53,7.9,2.6,0,70.2,0,0,0,17.5,2,,,,,,,,,,,,
Corned beef,7,25,g,25,25,54,6.7,3.1,0,22.3,0,0,0.6,218.8,4.3,,,,,,,,,,,,
Corned beef con áspic,7,30,g,30,30,46,6.9,1.8,0,13.9,0,3.2,0.6,286.1,5.2,,,,,,,,,,,,
Cuete de ternera,7,35,g,35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,,,,,,,,,,
Falda de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Filete de carpa,7,40,g,40,40,51,7.2,2.3,0,26.4,3.8,16.5,0.5,19.8,5.6,,,,,,,,,,,,
Filete de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Filete de puerco,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Filete de salmón,7,30,g,30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,13.4,,,,,,,,,,,,
Gallina,7,40,g,40,27,59,7.6,0,0,21.2,5.4,7.1,0.5,17.4,3.4,,,,,,,,,,,,
Gallina joven cocida,7,40,g,40,27,59,7.6,0,0,21.2,5.4,7.1,0.5,17.4,4.9,,,,,,,,,,,,
Ganso de crianza,7,40,g,40,32,52,7.4,2.3,0,27.2,3.9,4.2,0.8,28.2,5.4,,,,,,,,,,,,
Guajolote,7,45,g,45,36,57,7.3,2.8,0,26,0.7,5.3,0.5,23.1,8.2,,,,,,,,,,,,
Hígado de ganzo crudo,7,40,g,40,40,53,6.5,1.7,2.5,206,3723.6,17.2,12.2,56,27.2,,,,,,,,,,,,
Hígado de borrego crudo,7,25,g,25,25,55,7.6,2.2,0.6,125.3,1872.8,2,2.1,14,27.9,,,,,,,,,,,,
Hígado de cerdo cocido,7,30,g,30,30,50,7.8,1.3,1.1,106.5,1621.5,3,5.4,14.7,20.3,,,,,,,,,,,,
Hígado de ganzo ,7,1/2,pieza,47,47,63,7.7,2,3,242.1,4375.2,20.2,14.3,65.8,32,,,,,,,,,,,,
Hígado de pato crudo,7,40,g,40,40,54,7.5,1.8,1.4,206,4793.6,4.4,12.2,56,26.8,,,,,,,,,,,,
Hígado de pavo,7,4,cucharada,35,35,59,8.4,2.1,1.2,219.1,4403.4,3.9,2.7,22.4,35.2,,,,,,,,,,,,
Hígado de pollo cocido,7,30,g,30,30,50,7.3,2,0.3,168.9,1194.3,3.3,3.5,22.8,24.7,,,,,,,,,,,,
Hígado de pollo crudo,7,40,g,40,40,48,7.2,1.6,1.4,120,1452,4.4,3.4,31.6,25.6,,,,,,,,,,,,
Hígado de res cocido,7,30,g,30,30,48,7.3,1.5,1,116.7,3180.6,2.1,2,21,17.1,,,,,,,,,,,,
Hígado de res frito,7,25,g,25,25,54,6.7,2,2,120.5,2682.3,2.8,1.6,26.5,14.3,,,,,,,,,,,,
Hueva de pescado cocida,7,25,g,25,25,51,7.2,2.1,0.5,119.8,22.8,7,0.2,29.3,12.9,,,,,,,,,,,,
Huevo congelado sin colesterol,7,4,cucharada,60,60,96,6.8,6.7,1.9,1,81,44,1.2,120,2,,,,,,,,,,,,
Huevo de tortuga,7,50,g,50,45,51,5.6,2.8,0.4,0,28.9,27.6,0.7,0,0,,,,,,,,,,,,
Jamón bajo en grasa,7,2,rebanada,42,42,56,8.1,2.1,0.5,19.5,0,3,0.3,600,7.3,,,,,,,,,,,,
Jamón de pavo,7,2,rebanada,42,42,54,8,2.1,0.1,23.6,0,4.4,1.2,418.5,7.3,,,,,,,,,,,,
Jamón de pierna,7,2,rebanada,42,42,56,8.1,2.1,0.5,19.5,0,3,0.3,600,12.3,,,,,,,,,,,,
Lomo de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,12.8,,,,,,,,,,,,
Lomo de cerdo en trozos,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,12.8,,,,,,,,,,,,
Maciza de carnero,7,50,g,50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,,,,,,,,,,
Maciza de ternera,7,35,g,35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,,,,,,,,,,
Milanesa de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Milanesa de ternera,7,35,g,35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,,,,,,,,,,
Molida de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,9.8,,,,,,,,,,,,
Molida de res,7,30,g,30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.7,,,,,,,,,,,,
Molida de sirloin,7,25,g,25,25,51,7.6,2,0,22.3,0,2.8,0.8,16.5,4.6,,,,,,,,,,,,
Molida especial,7,30,g,30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.7,,,,,,,,,,,,
Molida regular de res (10% grasa),7,30,g,30,30,54,6.2,3,0,19.5,1.8,3.6,0.9,19.5,5.7,,,,,,,,,,,,
Muslo de pollo crudo sin piel,7,1/2,pieza,60,45,54,8.8,1.8,0,37.4,9,4.5,0.5,38.7,6.1,,,,,,,,,,,,
Ostión cocido,7,35,g,35,35,57,6.6,1.6,3.5,35,51.1,5.8,3.2,74.1,53.9,,,,,,,,,,,,
Ostión crudo,7,75,g,75,75,61,7.1,1.7,3.7,37.5,60.9,6.2,3.8,79.4,57.8,,,,,,,,,,,,
Ostión cultivado,7,9,pieza,126,126,75,6.6,2,6.9,31.5,10.5,55.5,7.3,225,80.3,,,,,,,,,,,,
Ostión cultivado cocido,7,9,pieza,88,88,70,6.1,1.9,6.4,32.9,16.4,49.3,6.8,143.5,68.4,,,,,,,,,,,,
Ostión en jugo,7,70,g,70,70,57,6.6,1.6,3.5,35,56.8,5.8,3.6,74.1,53.9,,,,,,,,,,,,
Ostión enlatado,7,100,g,100,100,69,7.1,2.5,3.9,55.3,90.6,44.7,6.7,111.8,77.5,,,,,,,,,,,,
Pámpano,7,65,g,65,33,55,6.2,3.1,0,16.3,0,5.5,0,15.3,11.9,,,,,,,,,,,,
Pámpano cocido,7,25,g,25,25,53,5.9,3,0,15.9,9.1,10.9,0.2,19.1,11.7,,,,,,,,,,,,
Pámpano fileteado,7,35,g,35,35,60,6.7,3.3,0,17.5,0,6,0,16.5,12.8,,,,,,,,,,,,
Pancita de puerco,7,35,g,35,35,55,5.8,3.4,0,67.6,0,3.5,0.8,18.2,9,,,,,,,,,,,,
Pasta de anchoas,7,4,cucharada,28,28,56,5.6,3.2,1.2,0,0,0,0,0,0,,,,,,,,,,,,
Pasta de camarón,7,30,g,30,30,54,6.2,2.8,0.5,0,0,0,0.1,0,0,,,,,,,,,,,,
Pasta de langosta,7,4,cucharada,28,28,52,6,2.8,0.4,0,0,20,0.4,0,0,,,,,,,,,,,,
Pastrami de pavo,7,2,rebanada,42,42,59,7.7,2.6,0.7,22.8,0,3.7,0.7,439.2,6.8,,,,,,,,,,,,
Pato de crianza,7,60,g,60,39,51,7.1,2.3,0,30,9.4,4.3,0.9,28.9,5.4,,,,,,,,,,,,
Pavo,7,45,g,45,36,57,7.3,2.8,0,26,0.7,5.3,0.5,23.1,13.1,,,,,,,,,,,,
Pavo entero,7,45,g,45,36,57,7.3,2.8,0,26,0.7,5.3,0.5,23.1,11.7,,,,,,,,,,,,
Pechuga de pollo con piel,7,35,g,35,30,55,6,3.3,0,19.9,11.6,3.3,0.2,19.3,4.9,,,,,,,,,,,,
Pescado blanco,7,75,g,75,39,52,7.4,2.3,0,23.4,14.2,10.1,0.1,19.7,5.5,,,,,,,,,,,,
Pescado blanco cocido,7,30,g,30,30,52,7.3,2.3,0,22.9,11.6,9.9,0.1,19.4,4.2,,,,,,,,,,,,
Pescado blanco fileteado,7,35,g,35,35,47,6.7,2.1,0,21,12.6,9.1,0.1,17.9,4.4,,,,,,,,,,,,
Pescuezo de pollo sin piel,7,125,pieza,125,38,58,6.6,3.3,0,31.1,16.5,10.1,0.8,30.4,4.5,,,,,,,,,,,,
Pescuezo de res,7,50,g,50,33,50,6.7,2.4,0,19.8,37.7,1.6,0.6,25.4,6.1,,,,,,,,,,,,
Pierna de carnero,7,50,g,50,40,54,7.6,2.4,0,26,0,2.8,0.9,30,15.2,,,,,,,,,,,,
Pierna de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Pierna de cordero,7,30,g,30,26,49,7.2,2,0,22.7,0,2,0.5,17.3,2.7,,,,,,,,,,,,
Pierna de pollo cin piel cocida,7,1/4,pieza,45,26,47,6.7,2.1,0,ND,ND,ND,ND,ND,6.8,,,,,,,,,,,,
Pierna de pollo cin piel cruda,7,1/3,pieza,76,43,52,8.7,1.6,0,34.6,7.8,4.8,0.4,37.2,5.8,,,,,,,,,,,,
Pierna de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Pulpa de cerdo,7,40,g,40,40,56,7.9,2.5,0,26,0.4,2.4,0.5,32.8,11.4,,,,,,,,,,,,
Pulpa de ternera,7,40,g,40,38,59,7.5,3,0,34.2,0,4.2,1.1,34.2,5.9,,,,,,,,,,,,
Queso cheddar bajo en grasa,7,30,g,30,30,53,7.4,2.1,0.5,6.4,19.3,126.4,0.1,186.4,4.4,,,,,,,,,,,,
Queso cotage cremoso,7,3,cucharada,54,54,56,6.8,2.5,1.5,7.7,25.1,32.8,0.1,217.9,4.9,,,,,,,,,,,,
Queso de soya,7,2,rebanada,56,56,84,7,4.6,3.8,0,2,106,0,12,0,,,,,,,,,,,,
Queso fresco,7,40,g,40,40,58,6.1,2.8,2,0,28,273.6,0.1,0,3.6,,,,,,,,,,,,
Queso fresco de cabra,7,30,g,30,30,52,7.1,1.5,2.6,7.8,12,260.1,1.7,ND,2.7,,,,,,,,,,,,
Queso fresco de vaca,7,40,g,40,40,58,6.1,2.8,2,0,28,273.6,0.1,0,3.6,,,,,,,,,,,,
Queso Oaxaca Lala Light,7,30,g,30,30,64,7.8,3.3,0.8,ND,ND,230,ND,190,ND,,,,,,,,,,,,
Queso panela,7,40,g,40,40,58,6.1,2.8,2,0,28,273.6,0.1,0,4.8,,,,,,,,,,,,
Queso panela Lala Light,7,30,g,30,30,52,5.7,2.7,1.2,ND,ND,200,ND,180,ND,,,,,,,,,,,,
Queso ricotta reducido en grasa,7,3,cucharada,45,45,62,5.1,3.6,2.3,13.8,48.3,122.3,0,56.3,0,,,,,,,,,,,,
Retazo de carnero,7,500,g,500,50,56,7.1,2.8,0,32.5,0,8.5,1.1,37.5,19,,,,,,,,,,,,
Rib eye sin grasa,7,25,g,25,25,56,7,2.9,0,20,0,3.3,0.6,17.3,4.3,,,,,,,,,,,,
Salmón,7,30,g,30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,11,,,,,,,,,,,,
Salmón cocido,7,30,g,30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,17.2,,,,,,,,,,,,
Salmón fresco,7,30,g,30,30,55,6,3.2,0,17.6,4.6,3.5,0.1,17.6,13.8,,,,,,,,,,,,
Short loin,7,25,g,25,25,54,7.2,2.6,0,19,0,2,0.6,17,5.8,,,,,,,,,,,,
Sierra ahumada,7,30,g,30,30,51,7.3,2.2,0,20.5,25.8,25.8,0.1,12.7,4.2,,,,,,,,,,,,
Sirloin,7,25,g,25,25,51,7.6,2,0,22.3,0,2.8,0.8,16.5,4.6,,,,,,,,,,,,
Sustituto de huevo en polvo,7,3,cucharada,15,15,67,8.3,2,3.3,85.8,55.4,48.9,0.5,120,19.2,,,,,,,,,,,,
Sustituto de huevo liquido,7,4,cucharada,60,60,51,7.1,2,0.4,0,130.2,31.9,1.3,106,24.8,,,,,,,,,,,,
T-bone sin grasa,7,30,g,30,24,49,6.4,2.4,0,14.2,0,1.4,0.8,17,5.3,,,,,,,,,,,,
Ternera,7,35,g,35,35,55,6.9,2.8,0,31.5,0,3.9,1.1,31.5,5.5,,,,,,,,,,,,
Ternera en canal,7,40,g,40,38,59,7.5,3,0,34.2,0,4.2,1.1,34.2,5.9,,,,,,,,,,,,
"Tofu, firme",7,40,g,40,40,58,6.3,3.5,1.7,ND,ND,ND,ND,ND,ND,,,,,,,,,,,,
